id,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT
41,202004,경기,건강보조식품 소매업,17671980117.054783
42,202004,경기,골프장 운영업,128526547714.46295
43,202004,경기,과실 및 채소 소매업,91792559288.2521
44,202004,경기,관광 민예품 및 선물용품 소매업,1730727662.4041364
45,202004,경기,그외 기타 분류안된 오락관련 서비스업,180909.85851791553
46,202004,경기,그외 기타 스포츠시설 운영업,304116948.19876623
47,202004,경기,그외 기타 종합 소매업,86722530407.45819
48,202004,경기,기타 대형 종합 소매업,1867619558580.132
49,202004,경기,기타 수상오락 서비스업,553046332.197482
50,202004,경기,기타 외국식 음식점업,149555180909.26694
51,202004,경기,기타 주점업,19210192680.787003
52,202004,경기,기타음식료품위주종합소매업,238600669997.0445
53,202004,경기,내항 여객 운송업,9742981.374542126
54,202004,경기,마사지업,4726950788.033029
55,202004,경기,면세점,0.0
56,202004,경기,버스 운송업,69251901.98300265
57,202004,경기,비알콜 음료점업,182807429733.24646
58,202004,경기,빵 및 과자류 소매업,203932468288.88626
59,202004,경기,서양식 음식점업,301609930881.89844
60,202004,경기,수산물 소매업,41953313339.89505
61,202004,경기,슈퍼마켓,1780564768646.7922
62,202004,경기,스포츠 및 레크레이션 용품 임대업,147911876882.93445
63,202004,경기,여관업,47331108279.27192
64,202004,경기,여행사업,495345288.6788461
65,202004,경기,욕탕업,32020635260.801594
66,202004,경기,육류 소매업,213847815747.87607
67,202004,경기,일반유흥 주점업,93470157857.2756
68,202004,경기,일식 음식점업,125058352585.36674
69,202004,경기,자동차 임대업,7452265091.980182
70,202004,경기,전시 및 행사 대행업,10652969249.854559
71,202004,경기,정기 항공 운송업,0.0
72,202004,경기,중식 음식점업,219353426885.86066
73,202004,경기,차량용 가스 충전업,40949144065.71609
74,202004,경기,차량용 주유소 운영업,1754001343179.6562
75,202004,경기,체인화 편의점,1239598780081.7637
76,202004,경기,택시 운송업,1898995905.807968
77,202004,경기,피자 햄버거 샌드위치 및 유사 음식점업,231599452428.2689
78,202004,경기,한식 음식점업,2881916126290.0034
79,202004,경기,호텔업,1337356966.136699
80,202004,경기,화장품 및 방향제 소매업,72760384517.75209
81,202004,경기,휴양콘도 운영업,864067427.7703171
82,202004,경남,건강보조식품 소매업,4008993832.003363
83,202004,경남,골프장 운영업,69695309833.76598
84,202004,경남,과실 및 채소 소매업,33245831787.407608
85,202004,경남,관광 민예품 및 선물용품 소매업,471609477.7447033
86,202004,경남,그외 기타 분류안된 오락관련 서비스업,9187768.309488952
87,202004,경남,그외 기타 스포츠시설 운영업,74270746.49110444
88,202004,경남,그외 기타 종합 소매업,13328802080.62013
89,202004,경남,기타 대형 종합 소매업,294796728587.2393
90,202004,경남,기타 수상오락 서비스업,17367315.473137535
91,202004,경남,기타 외국식 음식점업,25177832505.34047
92,202004,경남,기타 주점업,7728999225.149375
93,202004,경남,기타음식료품위주종합소매업,174375713546.12308
94,202004,경남,내항 여객 운송업,177333272.782536
95,202004,경남,마사지업,669066378.2901324
96,202004,경남,면세점,0.0
97,202004,경남,버스 운송업,164563537.9867949
98,202004,경남,비알콜 음료점업,41958777348.864235
99,202004,경남,빵 및 과자류 소매업,46417307495.957855
100,202004,경남,서양식 음식점업,63374911694.01004
101,202004,경남,수산물 소매업,11431432244.07495
102,202004,경남,슈퍼마켓,401786254400.1199
103,202004,경남,스포츠 및 레크레이션 용품 임대업,46068033762.92658
104,202004,경남,여관업,11790606950.68373
105,202004,경남,여행사업,8658574.68714873
106,202004,경남,욕탕업,12399881047.705416
107,202004,경남,육류 소매업,67799898360.414
108,202004,경남,일반유흥 주점업,51125066073.26792
109,202004,경남,일식 음식점업,31481703447.604782
110,202004,경남,자동차 임대업,33493851.364649665
111,202004,경남,전시 및 행사 대행업,515428244.22264826
112,202004,경남,정기 항공 운송업,0.0
113,202004,경남,중식 음식점업,36079492258.69707
114,202004,경남,차량용 가스 충전업,16740717427.95966
115,202004,경남,차량용 주유소 운영업,669290104302.0513
116,202004,경남,체인화 편의점,290284169394.86395
117,202004,경남,택시 운송업,253577666.950588
118,202004,경남,피자 햄버거 샌드위치 및 유사 음식점업,57486429318.131615
119,202004,경남,한식 음식점업,809761099071.9227
120,202004,경남,호텔업,810947211.3937132
121,202004,경남,화장품 및 방향제 소매업,21600805599.77074
122,202004,경남,휴양콘도 운영업,4257709643.8087173
123,202004,경북,건강보조식품 소매업,2388306814.282381
124,202004,경북,골프장 운영업,53948036302.671265
125,202004,경북,과실 및 채소 소매업,22198208452.78677
126,202004,경북,관광 민예품 및 선물용품 소매업,525508509.6692764
127,202004,경북,그외 기타 분류안된 오락관련 서비스업,546565.979016004
128,202004,경북,그외 기타 스포츠시설 운영업,45744122.87241498
129,202004,경북,그외 기타 종합 소매업,6029602478.172705
130,202004,경북,기타 대형 종합 소매업,165141103122.9523
131,202004,경북,기타 수상오락 서비스업,6290590.06492619
132,202004,경북,기타 외국식 음식점업,15684133729.171019
133,202004,경북,기타 주점업,2383815215.01444
134,202004,경북,기타음식료품위주종합소매업,101420749870.51082
135,202004,경북,내항 여객 운송업,35740721.22831241
136,202004,경북,마사지업,180832937.6137385
137,202004,경북,면세점,0.0
138,202004,경북,버스 운송업,3670879.3072990174
139,202004,경북,비알콜 음료점업,24168339830.851902
140,202004,경북,빵 및 과자류 소매업,30204906607.23272
141,202004,경북,서양식 음식점업,40044637703.38368
142,202004,경북,수산물 소매업,14973262792.956566
143,202004,경북,슈퍼마켓,340224058487.15344
144,202004,경북,스포츠 및 레크레이션 용품 임대업,39171210655.227615
145,202004,경북,여관업,6107905293.399443
146,202004,경북,여행사업,15158225.074986495
147,202004,경북,욕탕업,6802739949.670074
148,202004,경북,육류 소매업,60642146788.08889
149,202004,경북,일반유흥 주점업,17752456975.022297
150,202004,경북,일식 음식점업,13383743249.878479
151,202004,경북,자동차 임대업,43576208.28707677
152,202004,경북,전시 및 행사 대행업,884617308.0206662
153,202004,경북,정기 항공 운송업,0.0
154,202004,경북,중식 음식점업,23053330734.85633
155,202004,경북,차량용 가스 충전업,20544816960.004883
156,202004,경북,차량용 주유소 운영업,673123882834.7161
157,202004,경북,체인화 편의점,171513610281.2493
158,202004,경북,택시 운송업,12843567.589316774
159,202004,경북,피자 햄버거 샌드위치 및 유사 음식점업,33075226795.191963
160,202004,경북,한식 음식점업,490463074903.5274
161,202004,경북,호텔업,3840086568.0398173
162,202004,경북,화장품 및 방향제 소매업,13511633731.884876
163,202004,경북,휴양콘도 운영업,3533621861.381432
164,202004,광주,건강보조식품 소매업,2826506771.701511
165,202004,광주,골프장 운영업,2549197587.7726398
166,202004,광주,과실 및 채소 소매업,20658543903.74713
167,202004,광주,관광 민예품 및 선물용품 소매업,132692749.34532566
168,202004,광주,그외 기타 분류안된 오락관련 서비스업,0.0
169,202004,광주,그외 기타 스포츠시설 운영업,66068075.55918406
170,202004,광주,그외 기타 종합 소매업,15613788048.992403
171,202004,광주,기타 대형 종합 소매업,134924375944.94998
172,202004,광주,기타 수상오락 서비스업,1562278.588158412
173,202004,광주,기타 외국식 음식점업,12456115762.133991
174,202004,광주,기타 주점업,4604856293.7651
175,202004,광주,기타음식료품위주종합소매업,13508526145.140741
176,202004,광주,내항 여객 운송업,145639734.21715558
177,202004,광주,마사지업,1320331187.3376894
178,202004,광주,면세점,0.0
179,202004,광주,버스 운송업,42150665.06745409
180,202004,광주,비알콜 음료점업,32071530665.784225
181,202004,광주,빵 및 과자류 소매업,30160524803.721443
182,202004,광주,서양식 음식점업,48080341739.457214
183,202004,광주,수산물 소매업,10809108093.716131
184,202004,광주,슈퍼마켓,328465937612.63153
185,202004,광주,스포츠 및 레크레이션 용품 임대업,33761252734.947483
186,202004,광주,여관업,6266860768.2791395
187,202004,광주,여행사업,32688963.963958293
188,202004,광주,욕탕업,4686321280.932373
189,202004,광주,육류 소매업,41003071329.10058
190,202004,광주,일반유흥 주점업,12305455618.488306
191,202004,광주,일식 음식점업,13256165275.798204
192,202004,광주,자동차 임대업,38217685.50478193
193,202004,광주,전시 및 행사 대행업,250171334.66411176
194,202004,광주,정기 항공 운송업,0.0
195,202004,광주,중식 음식점업,25822859255.63157
196,202004,광주,차량용 가스 충전업,10026010194.1646
197,202004,광주,차량용 주유소 운영업,218173984644.8973
198,202004,광주,체인화 편의점,148194400284.7511
199,202004,광주,택시 운송업,1459689.3497870485
200,202004,광주,피자 햄버거 샌드위치 및 유사 음식점업,34349713770.49157
201,202004,광주,한식 음식점업,405282385755.80426
202,202004,광주,호텔업,868166865.7185494
203,202004,광주,화장품 및 방향제 소매업,13010792308.236734
204,202004,광주,휴양콘도 운영업,0.0
205,202004,대구,건강보조식품 소매업,3532206601.1907883
206,202004,대구,골프장 운영업,3169072287.758197
207,202004,대구,과실 및 채소 소매업,31892169478.65437
208,202004,대구,관광 민예품 및 선물용품 소매업,221867872.59829152
209,202004,대구,그외 기타 분류안된 오락관련 서비스업,0.0
210,202004,대구,그외 기타 스포츠시설 운영업,60227524.87887628
211,202004,대구,그외 기타 종합 소매업,14389975263.994602
212,202004,대구,기타 대형 종합 소매업,289622282863.48724
213,202004,대구,기타 수상오락 서비스업,8296880.32167116
214,202004,대구,기타 외국식 음식점업,22552434371.03039
215,202004,대구,기타 주점업,4155809105.8896422
216,202004,대구,기타음식료품위주종합소매업,33986639403.426838
217,202004,대구,내항 여객 운송업,0.0
218,202004,대구,마사지업,212325569.6937919
219,202004,대구,면세점,844790871.2371558
220,202004,대구,버스 운송업,4428482.355380967
221,202004,대구,비알콜 음료점업,48148309453.631485
222,202004,대구,빵 및 과자류 소매업,49893260554.00737
223,202004,대구,서양식 음식점업,82904006297.14246
224,202004,대구,수산물 소매업,16065364729.345024
225,202004,대구,슈퍼마켓,472404250951.7761
226,202004,대구,스포츠 및 레크레이션 용품 임대업,39135827629.69936
227,202004,대구,여관업,7891953716.512681
228,202004,대구,여행사업,34738594.39257498
229,202004,대구,욕탕업,8602807094.951963
230,202004,대구,육류 소매업,70667850798.9247
231,202004,대구,일반유흥 주점업,17077308055.236425
232,202004,대구,일식 음식점업,27729968183.566467
233,202004,대구,자동차 임대업,65104700.54177781
234,202004,대구,전시 및 행사 대행업,1222134345.017149
235,202004,대구,정기 항공 운송업,0.0
236,202004,대구,중식 음식점업,45351632988.14701
237,202004,대구,차량용 가스 충전업,14637153798.550344
238,202004,대구,차량용 주유소 운영업,363794633072.9411
239,202004,대구,체인화 편의점,256437806380.7689
240,202004,대구,택시 운송업,75498100194.0751
241,202004,대구,피자 햄버거 샌드위치 및 유사 음식점업,58549243683.5403
242,202004,대구,한식 음식점업,657029979373.29
243,202004,대구,호텔업,4840569696.296043
244,202004,대구,화장품 및 방향제 소매업,22159775676.152237
245,202004,대구,휴양콘도 운영업,0.0
246,202004,대전,건강보조식품 소매업,1920705649.2381887
247,202004,대전,골프장 운영업,2644804389.00152
248,202004,대전,과실 및 채소 소매업,11918231893.910185
249,202004,대전,관광 민예품 및 선물용품 소매업,207403652.51095945
250,202004,대전,그외 기타 분류안된 오락관련 서비스업,0.0
251,202004,대전,그외 기타 스포츠시설 운영업,5049906.123232365
252,202004,대전,그외 기타 종합 소매업,10892622910.77024
253,202004,대전,기타 대형 종합 소매업,119859595134.86275
254,202004,대전,기타 수상오락 서비스업,1302210.8631732157
255,202004,대전,기타 외국식 음식점업,12771546264.40791
256,202004,대전,기타 주점업,1874990796.6095765
257,202004,대전,기타음식료품위주종합소매업,20857714767.62066
258,202004,대전,내항 여객 운송업,0.0
259,202004,대전,마사지업,313293116.67392766
260,202004,대전,면세점,0.0
261,202004,대전,버스 운송업,0.0
262,202004,대전,비알콜 음료점업,19025653308.235603
263,202004,대전,빵 및 과자류 소매업,25550022160.86921
264,202004,대전,서양식 음식점업,33733504473.764706
265,202004,대전,수산물 소매업,8306661108.161891
266,202004,대전,슈퍼마켓,141669280735.58972
267,202004,대전,스포츠 및 레크레이션 용품 임대업,13443842578.611723
268,202004,대전,여관업,5113029621.330789
269,202004,대전,여행사업,420395.36628635
270,202004,대전,욕탕업,3200749188.457031
271,202004,대전,육류 소매업,24501001884.50956
272,202004,대전,일반유흥 주점업,2602815283.7536035
273,202004,대전,일식 음식점업,10497308885.290943
274,202004,대전,자동차 임대업,11878942.108989678
275,202004,대전,전시 및 행사 대행업,160518058.05282542
276,202004,대전,정기 항공 운송업,0.0
277,202004,대전,중식 음식점업,17386021748.262234
278,202004,대전,차량용 가스 충전업,5758390874.569458
279,202004,대전,차량용 주유소 운영업,132710482488.68793
280,202004,대전,체인화 편의점,98007730464.02856
281,202004,대전,택시 운송업,0.0
282,202004,대전,피자 햄버거 샌드위치 및 유사 음식점업,22108104389.521984
283,202004,대전,한식 음식점업,252766654558.5641
284,202004,대전,호텔업,852928569.8284916
285,202004,대전,화장품 및 방향제 소매업,9190539476.864391
286,202004,대전,휴양콘도 운영업,0.0
287,202004,부산,건강보조식품 소매업,6036359193.094541
288,202004,부산,골프장 운영업,16071580111.026897
289,202004,부산,과실 및 채소 소매업,56383003115.802216
290,202004,부산,관광 민예품 및 선물용품 소매업,558739979.9035484
291,202004,부산,그외 기타 분류안된 오락관련 서비스업,0.0
292,202004,부산,그외 기타 스포츠시설 운영업,54082204.14526832
293,202004,부산,그외 기타 종합 소매업,17903202041.040188
294,202004,부산,기타 대형 종합 소매업,767708989865.9824
295,202004,부산,기타 수상오락 서비스업,15710251.570742682
296,202004,부산,기타 외국식 음식점업,33748647058.783337
297,202004,부산,기타 주점업,21296702629.470524
298,202004,부산,기타음식료품위주종합소매업,17407564286.045673
299,202004,부산,내항 여객 운송업,30955396.718523424
300,202004,부산,마사지업,502150997.26018304
301,202004,부산,면세점,23335504171.730476
302,202004,부산,버스 운송업,24082673.56004516
303,202004,부산,비알콜 음료점업,75902069179.69595
304,202004,부산,빵 및 과자류 소매업,67134416919.76333
305,202004,부산,서양식 음식점업,118171198297.58224
306,202004,부산,수산물 소매업,9485349810.346024
307,202004,부산,슈퍼마켓,453462484464.2677
308,202004,부산,스포츠 및 레크레이션 용품 임대업,58532172329.6514
309,202004,부산,여관업,19413908830.148827
310,202004,부산,여행사업,214921239.58162653
311,202004,부산,욕탕업,16760979158.351591
312,202004,부산,육류 소매업,74439683615.83176
313,202004,부산,일반유흥 주점업,43064192243.50536
314,202004,부산,일식 음식점업,48595899668.19549
315,202004,부산,자동차 임대업,99215368.4720789
316,202004,부산,전시 및 행사 대행업,1745750545.167469
317,202004,부산,정기 항공 운송업,22725731165.51424
318,202004,부산,중식 음식점업,59136841023.669525
319,202004,부산,차량용 가스 충전업,10813830133.624977
320,202004,부산,차량용 주유소 운영업,383726666283.5872
321,202004,부산,체인화 편의점,384143199865.3688
322,202004,부산,택시 운송업,66811399366.778435
323,202004,부산,피자 햄버거 샌드위치 및 유사 음식점업,90502250444.40944
324,202004,부산,한식 음식점업,1023009669660.7686
325,202004,부산,호텔업,15959346778.07469
326,202004,부산,화장품 및 방향제 소매업,36365090578.43947
327,202004,부산,휴양콘도 운영업,3555200877.4098454
328,202004,서울,건강보조식품 소매업,16147865157.264338
329,202004,서울,골프장 운영업,4643853260.474762
330,202004,서울,과실 및 채소 소매업,91798889602.63513
331,202004,서울,관광 민예품 및 선물용품 소매업,1436184104.615193
332,202004,서울,그외 기타 분류안된 오락관련 서비스업,0.0
333,202004,서울,그외 기타 스포츠시설 운영업,441826607.78108203
334,202004,서울,그외 기타 종합 소매업,336289787333.89746
335,202004,서울,기타 대형 종합 소매업,1181068523276.422
336,202004,서울,기타 수상오락 서비스업,73402703.25864397
337,202004,서울,기타 외국식 음식점업,133961372287.64432
338,202004,서울,기타 주점업,25908462516.596592
339,202004,서울,기타음식료품위주종합소매업,357207608873.7369
340,202004,서울,내항 여객 운송업,25851339289.3793
341,202004,서울,마사지업,2771180954.2811484
342,202004,서울,면세점,16362607780.24256
343,202004,서울,버스 운송업,62430153315.84218
344,202004,서울,비알콜 음료점업,452360461832.9848
345,202004,서울,빵 및 과자류 소매업,231429509997.3404
346,202004,서울,서양식 음식점업,545758494644.6469
347,202004,서울,수산물 소매업,35430977032.876114
348,202004,서울,슈퍼마켓,1309234660157.584
349,202004,서울,스포츠 및 레크레이션 용품 임대업,210275708534.82654
350,202004,서울,여관업,45687955713.336006
351,202004,서울,여행사업,109516305118.61977
352,202004,서울,욕탕업,31137557308.27702
353,202004,서울,육류 소매업,178644164588.99142
354,202004,서울,일반유흥 주점업,55271914539.052734
355,202004,서울,일식 음식점업,204357714723.8276
356,202004,서울,자동차 임대업,1726400675.97161
357,202004,서울,전시 및 행사 대행업,6065580545.799629
358,202004,서울,정기 항공 운송업,201353205876.3428
359,202004,서울,중식 음식점업,259370734669.4527
360,202004,서울,차량용 가스 충전업,12070092214.591484
361,202004,서울,차량용 주유소 운영업,522155513208.7737
362,202004,서울,체인화 편의점,1212422605131.7944
363,202004,서울,택시 운송업,1486990601379.1772
364,202004,서울,피자 햄버거 샌드위치 및 유사 음식점업,271263188549.446
365,202004,서울,한식 음식점업,2785094138028.0835
366,202004,서울,호텔업,97730834928.52237
367,202004,서울,화장품 및 방향제 소매업,262877091315.986
368,202004,서울,휴양콘도 운영업,0.0
369,202004,세종,건강보조식품 소매업,125059759.63357082
370,202004,세종,골프장 운영업,1874331801.4712808
371,202004,세종,과실 및 채소 소매업,3720377737.43079
372,202004,세종,관광 민예품 및 선물용품 소매업,3573315.89899016
373,202004,세종,그외 기타 분류안된 오락관련 서비스업,290577.29488511925
374,202004,세종,그외 기타 스포츠시설 운영업,637376.0665541325
375,202004,세종,그외 기타 종합 소매업,132882003.62871906
376,202004,세종,기타 대형 종합 소매업,20539103691.51294
377,202004,세종,기타 수상오락 서비스업,528212.0177243678
378,202004,세종,기타 외국식 음식점업,2257130021.130153
379,202004,세종,기타 주점업,120775737.69611631
380,202004,세종,기타음식료품위주종합소매업,8198808267.5566
381,202004,세종,내항 여객 운송업,0.0
382,202004,세종,마사지업,22427764.40957811
383,202004,세종,면세점,0.0
384,202004,세종,버스 운송업,0.0
385,202004,세종,비알콜 음료점업,3843673614.140182
386,202004,세종,빵 및 과자류 소매업,4209128756.78479
387,202004,세종,서양식 음식점업,6111789607.413382
388,202004,세종,수산물 소매업,446807736.41698754
389,202004,세종,슈퍼마켓,25322382324.02418
390,202004,세종,스포츠 및 레크레이션 용품 임대업,1538145176.4592302
391,202004,세종,여관업,247193606.65484247
392,202004,세종,여행사업,0.0
393,202004,세종,욕탕업,520827415.6794844
394,202004,세종,육류 소매업,3988492498.0780063
395,202004,세종,일반유흥 주점업,118844996.64210318
396,202004,세종,일식 음식점업,1908371010.8500352
397,202004,세종,자동차 임대업,0.0
398,202004,세종,전시 및 행사 대행업,57692513.92793815
399,202004,세종,정기 항공 운송업,0.0
400,202004,세종,중식 음식점업,4236568726.8023024
401,202004,세종,차량용 가스 충전업,630798555.2271553
402,202004,세종,차량용 주유소 운영업,27904131187.133327
403,202004,세종,체인화 편의점,17598853578.0855
404,202004,세종,택시 운송업,0.0
405,202004,세종,피자 햄버거 샌드위치 및 유사 음식점업,3996397586.5444474
406,202004,세종,한식 음식점업,39873699864.53252
407,202004,세종,호텔업,0.0
408,202004,세종,화장품 및 방향제 소매업,718769883.5541117
409,202004,세종,휴양콘도 운영업,0.0
410,202004,울산,건강보조식품 소매업,1058297452.5476065
411,202004,울산,골프장 운영업,7003490915.503334
412,202004,울산,과실 및 채소 소매업,11523023570.410202
413,202004,울산,관광 민예품 및 선물용품 소매업,76814879.31621927
414,202004,울산,그외 기타 분류안된 오락관련 서비스업,344379.50738657604
415,202004,울산,그외 기타 스포츠시설 운영업,19875120.70609097
416,202004,울산,그외 기타 종합 소매업,17459428448.25685
417,202004,울산,기타 대형 종합 소매업,117001668129.33936
418,202004,울산,기타 수상오락 서비스업,8421269.750417184
419,202004,울산,기타 외국식 음식점업,11096420679.230062
420,202004,울산,기타 주점업,4200541535.2226405
421,202004,울산,기타음식료품위주종합소매업,11916478760.814968
422,202004,울산,내항 여객 운송업,0.0
423,202004,울산,마사지업,321607774.5396529
424,202004,울산,면세점,5739599.161558747
425,202004,울산,버스 운송업,72947361.30153036
426,202004,울산,비알콜 음료점업,17283928753.75624
427,202004,울산,빵 및 과자류 소매업,17826738370.505005
428,202004,울산,서양식 음식점업,25456827577.583427
429,202004,울산,수산물 소매업,4191409445.986865
430,202004,울산,슈퍼마켓,200023144471.69766
431,202004,울산,스포츠 및 레크레이션 용품 임대업,13656218285.500784
432,202004,울산,여관업,4687695462.762503
433,202004,울산,여행사업,8282817.343136097
434,202004,울산,욕탕업,4973197249.014265
435,202004,울산,육류 소매업,37144882620.64252
436,202004,울산,일반유흥 주점업,14478017786.35311
437,202004,울산,일식 음식점업,9639246223.08318
438,202004,울산,자동차 임대업,49543051.29421593
439,202004,울산,전시 및 행사 대행업,67752043.05661547
440,202004,울산,정기 항공 운송업,0.0
441,202004,울산,중식 음식점업,16239500058.79949
442,202004,울산,차량용 가스 충전업,4252653777.152017
443,202004,울산,차량용 주유소 운영업,186867020077.60812
444,202004,울산,체인화 편의점,117993719394.38985
445,202004,울산,택시 운송업,5619287.336634124
446,202004,울산,피자 햄버거 샌드위치 및 유사 음식점업,24663699701.041668
447,202004,울산,한식 음식점업,299850402714.2962
448,202004,울산,호텔업,1976712141.6933696
449,202004,울산,화장품 및 방향제 소매업,8500966771.890852
450,202004,울산,휴양콘도 운영업,0.0
451,202004,인천,건강보조식품 소매업,4250888765.888913
452,202004,인천,골프장 운영업,16393120875.166872
453,202004,인천,과실 및 채소 소매업,30663387257.00927
454,202004,인천,관광 민예품 및 선물용품 소매업,133037360.11556277
455,202004,인천,그외 기타 분류안된 오락관련 서비스업,0.0
456,202004,인천,그외 기타 스포츠시설 운영업,103070135.81284794
457,202004,인천,그외 기타 종합 소매업,7752693921.554587
458,202004,인천,기타 대형 종합 소매업,335041035602.96075
459,202004,인천,기타 수상오락 서비스업,122272593.20878376
460,202004,인천,기타 외국식 음식점업,31928790380.493687
461,202004,인천,기타 주점업,7331023824.538339
462,202004,인천,기타음식료품위주종합소매업,14860299506.742619
463,202004,인천,내항 여객 운송업,6730104238.36776
464,202004,인천,마사지업,1177012859.8391106
465,202004,인천,면세점,96057412266.7494
466,202004,인천,버스 운송업,0.0
467,202004,인천,비알콜 음료점업,39885761264.22364
468,202004,인천,빵 및 과자류 소매업,42136310023.2712
469,202004,인천,서양식 음식점업,57908853968.5778
470,202004,인천,수산물 소매업,14143008985.123444
471,202004,인천,슈퍼마켓,424120306681.1861
472,202004,인천,스포츠 및 레크레이션 용품 임대업,45041526031.170654
473,202004,인천,여관업,11962311212.97355
474,202004,인천,여행사업,22639997.93597722
475,202004,인천,욕탕업,6640770626.906791
476,202004,인천,육류 소매업,49151450039.71905
477,202004,인천,일반유흥 주점업,21209702231.98641
478,202004,인천,일식 음식점업,30124457302.97253
479,202004,인천,자동차 임대업,9602874.475098407
480,202004,인천,전시 및 행사 대행업,960320119.1327666
481,202004,인천,정기 항공 운송업,4090424690.0093923
482,202004,인천,중식 음식점업,42399361274.37093
483,202004,인천,차량용 가스 충전업,6930148425.384259
484,202004,인천,차량용 주유소 운영업,341201588656.261
485,202004,인천,체인화 편의점,260502180598.3972
486,202004,인천,택시 운송업,2337746788.941403
487,202004,인천,피자 햄버거 샌드위치 및 유사 음식점업,46941191636.725914
488,202004,인천,한식 음식점업,633366502107.1202
489,202004,인천,호텔업,8519537868.3292675
490,202004,인천,화장품 및 방향제 소매업,13512703620.89303
491,202004,인천,휴양콘도 운영업,0.0
492,202004,전남,건강보조식품 소매업,1815899807.2065566
493,202004,전남,골프장 운영업,29057899230.109238
494,202004,전남,과실 및 채소 소매업,26170222111.22808
495,202004,전남,관광 민예품 및 선물용품 소매업,121874393.26141588
496,202004,전남,그외 기타 분류안된 오락관련 서비스업,309812.1438479525
497,202004,전남,그외 기타 스포츠시설 운영업,37258805.47192659
498,202004,전남,그외 기타 종합 소매업,31283010584.305706
499,202004,전남,기타 대형 종합 소매업,109245458873.80478
500,202004,전남,기타 수상오락 서비스업,266772.63966041594
501,202004,전남,기타 외국식 음식점업,8751056273.72718
502,202004,전남,기타 주점업,5490850379.648362
503,202004,전남,기타음식료품위주종합소매업,114035898044.35573
504,202004,전남,내항 여객 운송업,91602701.68238798
505,202004,전남,마사지업,1129982695.7195244
506,202004,전남,면세점,334566930.5843746
507,202004,전남,버스 운송업,31768854.704396904
508,202004,전남,비알콜 음료점업,17493990960.434948
509,202004,전남,빵 및 과자류 소매업,20268263648.567917
510,202004,전남,서양식 음식점업,26881386109.994568
511,202004,전남,수산물 소매업,11788890677.413843
512,202004,전남,슈퍼마켓,198537548279.64728
513,202004,전남,스포츠 및 레크레이션 용품 임대업,28643194760.691868
514,202004,전남,여관업,7818529380.15017
515,202004,전남,여행사업,42121991.66646722
516,202004,전남,욕탕업,3209673463.5598016
517,202004,전남,육류 소매업,32493426378.484093
518,202004,전남,일반유흥 주점업,22237493899.450176
519,202004,전남,일식 음식점업,12100717417.539795
520,202004,전남,자동차 임대업,56953183.35079999
521,202004,전남,전시 및 행사 대행업,2063620343.9973695
522,202004,전남,정기 항공 운송업,0.0
523,202004,전남,중식 음식점업,20066959006.78786
524,202004,전남,차량용 가스 충전업,11901729602.481777
525,202004,전남,차량용 주유소 운영업,416960850162.12604
526,202004,전남,체인화 편의점,110536110125.9932
527,202004,전남,택시 운송업,69195.41438094388
528,202004,전남,피자 햄버거 샌드위치 및 유사 음식점업,18946383006.70496
